,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/activities/prefixes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/current-prefixes,v_/ports#link-tr-ssm-b-1-y/metrics/network-outgoing-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/as-path/total-entries,v_/ports#link-intgw-exgw-a-3-x/metrics/network-outgoing-bytes-rate,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/address-families/address-family/prefixes/total-entries,v_/devices#RR-01/power_state,n_/devices/modules/Cisco-IOS-XE-interfaces-oper/interfaces/interface/diffserv-info/diffserv-target-classifier-stats/queuing-stats/drop-pkts,v_/ports#link-tr-intgw-a-3-x/metrics/network-incoming-bytes,n_/devices/modules/Cisco-IOS-XE-bgp-oper/bgp-state-data/neighbors/neighbor/prefix-activity/sent/explicit-withdraw,p_/computes0/metrics/compute-node/compute-node-cpu-idle-percent,v_/ports#TR-02/metrics/network-outgoing-packets,v_/ports#TR-01/metrics/network-outgoing-packets,v_/ports#link-intgw-exgw-b-1-x/metrics/network-outgoing-bytes-rate,v_/ports#link-tr-intgw-a-2-x/metrics/network-outgoing-bytes
1248,1666759,7835,14337163625372,4670,1092969,7835,1,59264360,175094115,5,63,12348557,14858210,1239517,18532524008769
1249,1666554,7835,14315685608837,4665,1042981,7835,1,58325985,175023764,5,63,12343505,14852093,1250825,18521195145626
1250,1692312,7835,16071219369481,3114,574575,7835,1,130681564,181267468,4,63,12753933,15343707,1257702,19451564445276
1251,1690311,7835,15901037505759,4466,1065726,7835,1,124101751,180517540,5,64,12714794,15297349,1246842,19361161380108
1252,1682648,7835,15472379530241,4668,1034524,7835,1,106562775,178945384,7,64,12614944,15178356,1113154,19134058574737
1253,1680915,7835,15425958072519,3980,1082739,7835,1,104251603,178842390,6,63,12603649,15164697,1254151,19110063547346
1254,1673276,7835,14925533779461,3319,1012300,7835,1,83771778,177066692,6,63,12486533,15024490,1254349,18844030080029
1255,1666306,7835,14265778049349,4670,1130729,7835,1,56437921,174829214,5,63,12332007,14838332,1125150,18494556356245
1256,1665960,7835,14227319809027,4670,1154116,7835,1,54880157,174694351,6,63,12323070,14827702,1055935,18474093163256
1257,1666207,7835,14266893572163,4670,1144462,7835,1,56469311,174844257,6,63,12332269,14838759,1067968,18495134728352
1258,1666267,7835,14279235428586,4670,1141787,7835,1,56946204,174894685,6,63,12335123,14842181,1082493,18501733118962
1259,1666231,7835,14277534178198,4670,1140620,7835,1,56854592,174893005,6,63,12334708,14841676,1099588,18500867193288
1260,1692146,7835,16060859689547,3114,573125,7835,1,130233261,181228730,4,63,12751516,15340806,1257702,19446153403075
1261,1693794,7835,16185138064669,3114,360115,7835,1,135523429,181726220,4,64,12780363,15375371,1257699,19511095035670
1262,1694255,7835,16245555994130,3114,794180,7835,1,138034974,182007708,4,63,12794228,15391999,1257648,19542625382654
1263,1694349,7835,16263084235793,3556,946176,7835,1,138756858,182096800,4,64,12798223,15396784,1257023,19551737644436
1264,1694356,7835,16264782734192,3785,881975,7835,1,138825309,182106151,4,64,12798608,15397245,1256661,19552620760384
1265,1692481,7835,16082061912069,3114,586839,7835,1,131151356,181308506,4,63,12756461,15346745,1257700,19457226772317
1266,1689756,7835,15863296270366,4516,1069762,7835,1,122573403,180367517,5,64,12706033,15286900,1245207,19341191866635
1267,1675741,7835,15055419148004,4669,1038215,7835,1,89475272,177474634,7,64,12517359,15061620,1071170,18912556415972
1268,1675839,7835,15133670269358,4517,1075023,7835,1,92184928,177835067,7,63,12535197,15082835,1247955,18954956759839
1269,1669792,7835,14658908430625,3925,1093856,7835,1,72774591,176162947,6,63,12424024,14949529,1252064,18702464783990
1270,1667157,7835,14367658871427,4670,1134812,7835,1,60635916,175187023,5,63,12355777,14866899,1125253,18548594870192
1271,1666632,7835,14316040094884,4670,1089199,7835,1,58451014,175010943,5,63,12343685,14852393,1228893,18521217174353
1272,1666686,7835,14326013306186,4669,1069258,7835,1,58797468,175052262,5,63,12345948,14855044,1246771,18526610357550
1273,1666759,7835,14337087536571,4670,1094158,7835,1,59262137,175093747,5,63,12348540,14858189,1239249,18532483176950
1274,1666549,7835,14315146293200,4665,1042609,7835,1,58303721,175021953,5,63,12343380,14851943,1250792,18520908929517
1275,1693721,7835,16188440452517,4670,1155106,7835,1,135659447,181760014,5,63,12781113,15376343,1231621,19512889118173
1276,1692996,7835,16126325363462,4671,1220589,7835,1,133145541,181496379,7,63,12766836,15359384,475991,19480311147851
1277,1692878,7835,16106363618970,3262,807179,7835,1,132271858,181396920,4,64,12762193,15353699,1257106,19469827047068
1278,1692970,7835,16101385194911,4566,1043614,7835,1,132154760,181355455,4,63,12761089,15352391,1255166,19467101149395
1279,1692667,7835,16087575114701,4670,1141445,7835,1,131559115,181318942,5,63,12757885,15348609,1194786,19459936463141
1280,1666459,7835,14285012004087,4670,1131543,7835,1,57230441,174897071,5,63,12336492,14843722,1125223,18504754594953
1281,1666110,7835,14247834108459,4670,1144282,7835,1,55711283,174767678,6,63,12327838,14833420,1114142,18484980035718
1282,1666331,7835,14282960284069,4670,1140153,7835,1,57119706,174901088,6,63,12336002,14843231,1116993,18503667516590
1283,1666390,7835,14295179862888,4670,1136619,7835,1,57592940,174951064,6,63,12338831,14846628,1122608,18510198168863
1284,1666334,7835,14291000929076,4670,1130875,7835,1,57393431,174940668,6,63,12337833,14845413,1152846,18508024956227
1285,1692500,7835,16083326191093,3114,589166,7835,1,131206153,181313338,4,63,12756756,15347099,1257700,19457886847401
1286,1689230,7835,15828699592484,4530,1071586,7835,1,121170834,180231429,5,64,12697994,15277314,1244354,19322875766505
1287,1664795,7835,14023436259156,4653,924978,7835,1,46701065,173907028,6,65,12275909,14771151,1047759,18365664226442
1288,1664650,7835,13981100390725,4513,575593,7835,1,45005260,173735856,6,66,12266165,14759371,896163,18343238195163
1289,1664613,7835,13972503620629,4590,608239,7835,1,44668982,173701201,6,66,12264187,14757004,752528,18338677776537
1290,1666416,7835,14279628888760,4670,1131328,7835,1,57008650,174878095,5,63,12335236,14842214,1125172,18501900183257
1291,1666056,7835,14240845169852,4670,1136481,7835,1,55413307,174743193,6,63,12326201,14831438,1144769,18481286998236
1292,1666184,7835,14263800186789,4670,1111638,7835,1,56296250,174833589,6,63,12331503,14837773,1201474,18493546535777
1293,1666234,7835,14273323113044,4670,1128544,7835,1,56680544,174871584,6,63,12333714,14840442,1182763,18498622151265
1294,1666135,7835,14264154598458,4670,1098900,7835,1,56258825,174844448,6,63,12331545,14837805,1219415,18493815718959
1295,1666637,7835,14306828440997,4670,1132424,7835,1,58129352,174973857,5,63,12341580,14849838,1125333,18516324436640
1296,1666284,7835,14270398863481,4670,1158403,7835,1,56661554,174847010,6,63,12333116,14839794,1032692,18496918032512
1297,1666577,7835,14314702925318,4670,1155928,7835,1,58452663,175013760,6,63,12343433,14852209,984210,18520472406681
1298,1666661,7835,14330531329777,4670,1146604,7835,1,59061850,175077701,6,63,12347097,14856596,1028849,18528937063212
1299,1666596,7835,14325385554982,4670,1151886,7835,1,58834557,175063655,6,63,12345881,14855134,1022130,18526239566863
1300,1692540,7835,16085984464554,3114,594645,7835,1,131321393,181323521,4,63,12757376,15347844,1257700,19459274971926
1301,1688998,7835,15813662571059,4539,1072235,7835,1,120560966,180172750,5,64,12694499,15273144,1243829,19314912853578
1302,1664765,7835,14018270179139,4652,921966,7835,1,46484449,173888515,6,65,12274708,14769700,1046146,18362944819376
1303,1664651,7835,13981107010376,4514,577199,7835,1,45006735,173735654,6,66,12266168,14759374,894013,18343239571958
1304,1664615,7835,13972631848481,4589,608535,7835,1,44674874,173701563,6,66,12264218,14757041,752194,18338744452775
1305,1693759,7835,16191978023932,4670,1178694,7835,1,135814017,181775049,5,63,12781934,15377332,1188558,19514729461003
1306,1693118,7835,16126672411699,4670,692117,7835,1,133228160,181476623,7,65,12767050,15359692,643521,19480261897910
1307,1691054,7835,15987345412169,4648,330813,7835,1,127410075,180931517,7,66,12734823,15321224,1035902,19407068382688
1308,1689990,7835,15929761734764,4668,301134,7835,1,124965055,180727467,7,66,12721431,15305206,915380,19376855904324
1309,1686760,7835,15750525675602,4670,304543,7835,1,117538774,180065664,7,66,12679748,15255456,744888,19282246453650
1310,1678851,7835,15264316749046,4670,1160554,7835,1,97588301,178284502,5,63,12565752,15118797,1113427,19024840144067
1311,1678324,7835,15249255629116,4671,1195337,7835,1,97053952,178240400,6,63,12562319,15114973,706556,19016682355576
1312,1678049,7835,15248483881901,4671,1197726,7835,1,96971560,178261231,7,63,12562130,15114797,397281,19016389452175
1313,1677955,7835,15248372017232,4671,1189215,7835,1,96921980,178270139,7,63,12562083,15114720,408658,19016402354715
1314,1676807,7835,15180042935043,4671,1192119,7835,1,94103698,178035845,7,63,12546071,15095557,350274,18980144406800
1315,1675748,7835,15071272245993,4670,1155540,7835,1,89631779,177613747,5,63,12520509,15064588,1117318,18922341498029
1316,1674966,7835,15036089171133,4671,1194454,7835,1,88283186,177499493,6,63,12512370,15055141,685657,18903466182918
1317,1675210,7835,15068349037723,4671,1193232,7835,1,89546695,177634870,7,63,12519911,15064211,448695,18920737098605
1318,1675232,7835,15076316420297,4671,1184930,7835,1,89822134,177672848,7,63,12521749,15066388,476856,18925054965206
1319,1674396,7835,15022559793891,4671,1187790,7835,1,87600793,177490605,7,63,12509144,15051288,431049,18896520289132
1320,1666442,7835,14282929417155,4670,1131465,7835,1,57144646,174889731,5,63,12336006,14843139,1125188,18503650247641
1321,1666070,7835,14242836866739,4670,1130612,7835,1,55487983,174750510,6,63,12326659,14831980,1163428,18482350631738
1322,1666213,7835,14267334262433,4670,1116471,7835,1,56444993,174845708,6,63,12332327,14838767,1198567,18495417679488
1323,1666262,7835,14277179766529,4670,1125644,7835,1,56836816,174885501,6,63,12334612,14841522,1185767,18500668344686
1324,1666171,7835,14268663994189,4670,1102220,7835,1,56446167,174860259,6,63,12332596,14839070,1217822,18496205521191
1325,1681778,7835,15435252062969,4670,1165120,7835,1,104633865,178886511,6,63,12605787,15166736,1109249,19115514791975
1326,1680379,7835,15372237445116,4671,1203141,7835,1,102134464,178673804,7,63,12591141,15149513,549754,19081930187482
1327,1680163,7835,15374431301692,4671,1200695,7835,1,102164156,178704306,7,63,12591640,15150136,322454,19083219104060
1328,1680028,7835,15370819203416,4671,1192776,7835,1,101977853,178698980,7,63,12590776,15149082,337809,19081363026425
1329,1678744,7835,15297825721526,4671,1194473,7835,1,98966309,178446177,7,63,12573680,15128628,297225,19042653123797
1330,1666328,7835,14268636102400,4670,1130852,7835,1,56555678,174839307,5,63,12332673,14839133,1125159,18496071578660
1331,1665982,7835,14230521935190,4670,1145686,7835,1,55000327,174706106,6,63,12323806,14828572,1105179,18475802907201
1332,1666209,7835,14266890745795,4670,1146050,7835,1,56468354,174843787,6,63,12332264,14838749,1081169,18495135318407
1333,1666278,7835,14280836045399,4670,1136592,7835,1,57006020,174900416,6,63,12335491,14842617,1107680,18502586889498
1334,1666236,7835,14277873788624,4670,1139913,7835,1,56866277,174893803,6,63,12334783,14841760,1115290,18501050149737
1335,1692518,7835,16084523827335,3114,591543,7835,1,131258068,181317923,4,63,12757035,15347435,1257700,19458512305912
1336,1689332,7835,15835294252757,4531,1071341,7835,1,121438321,180257304,5,64,12699527,15279142,1244388,19326367949197
1337,1664940,7835,14048211233937,4655,937346,7835,1,47738434,173995848,6,65,12281672,14778112,1050756,18378712392425
1338,1664592,7835,13973940010587,4454,567420,7835,1,44687016,173713631,6,66,12264488,14757346,935584,18339500156137
1339,1664358,7835,13974109890178,4670,791532,7835,1,44409919,173783727,7,65,12264297,14757063,936640,18340117904594
1340,1675657,7835,15065320658812,4670,1155386,7835,1,89386485,177593178,5,63,12519114,15062916,1117425,18919180218292
1341,1674706,7835,15018762047865,4671,1195683,7835,1,87574477,177439717,6,63,12508313,15050287,655783,18894255657277
1342,1674945,7835,15050961668190,4671,1193861,7835,1,88833646,177575053,7,63,12515840,15059337,424649,18911498014292
1343,1675045,7835,15064006546459,4671,1184423,7835,1,89314062,177630514,7,63,12518864,15062930,475513,18918518019011
1344,1674208,7835,15009663746210,4671,1187743,7835,1,87069393,177446196,7,63,12506121,15047665,428792,18889670102300
1345,1667345,7835,14388606423319,4670,1135585,7835,1,61499066,175260147,5,63,12360669,14872776,1125215,18559710880756
1346,1666742,7835,14329846976835,4670,1070625,7835,1,58999497,175060135,5,63,12346890,14856222,1239270,18528561591420
1347,1666922,7835,14353213899716,4670,1087543,7835,1,59928372,175146528,5,63,12352300,14862685,1243743,18541032054027
1348,1666904,7835,14355561718969,4670,1083136,7835,1,60011874,175159854,5,63,12352847,14863363,1241393,18542292333259
1349,1666772,7835,14341902923824,4668,1059364,7835,1,59411594,175115439,5,63,12349625,14859453,1249129,18535099442367
1350,1667109,7835,14362171626754,4670,1134605,7835,1,60409818,175167845,5,63,12354496,14865360,1125266,18545683380490
1351,1666581,7835,14309728294543,4670,1087887,7835,1,58190381,174988748,5,63,12342212,14850621,1229654,18517870459936
1352,1666691,7835,14326451616357,4670,1083865,7835,1,58828558,175053494,5,63,12346061,14855196,1242620,18526829740073
1353,1666725,7835,14333850527076,4670,1094287,7835,1,59129795,175083418,5,63,12347789,14857296,1236826,18530764110132
1354,1666561,7835,14316797338368,4668,1058033,7835,1,58381493,175027987,5,63,12343773,14852430,1248307,18521776861378
1355,1692106,7835,16058466350895,3114,574905,7835,1,130129816,181219871,4,63,12750958,15340136,1257702,19444903272793
1356,1694154,7835,16231205482612,3114,216657,7835,1,137426811,181942772,4,65,12790949,15388057,1257621,19535171333331
1357,1694196,7835,16236726420567,3114,518043,7835,1,137660082,181965521,4,64,12792202,15389562,1257702,19538036798728
1358,1694333,7835,16259718180288,3307,893477,7835,1,138618713,182079335,4,64,12797458,15395869,1257197,19549990372979
1359,1694352,7835,16263884246687,3707,857766,7835,1,138788352,182101467,4,64,12798404,15397001,1256697,19552155010147
1360,1667075,7835,14358356996899,4670,1134452,7835,1,60252615,175154508,5,63,12353605,14864289,1125298,18543659333808
1361,1666624,7835,14314664471838,4670,1109156,7835,1,58416436,175005378,6,63,12343383,14852056,1209561,18520463949223
1362,1666845,7835,14345752139498,4670,1132011,7835,1,59677171,175121648,6,63,12350616,14860753,1191945,18537010277125
1363,1666856,7835,14353201106682,4670,1114363,7835,1,59946853,175155656,6,63,12352336,14862822,1200214,18541009907288
1364,1666765,7835,14344107639603,4670,1113943,7835,1,59548587,175126873,6,63,12350188,14860217,1214024,18536228768682
1365,1666231,7835,14256188852202,4670,1130328,7835,1,56042812,174795320,5,63,12329772,14835645,1125055,18489472479984
1366,1665886,7835,14217335217876,4670,1144940,7835,1,54456307,174659186,6,63,12320733,14824875,1107047,18468816496292
1367,1666048,7835,14245650367305,4670,1121354,7835,1,55564885,174768974,6,63,12327289,14832727,1172342,18483906174592
1368,1666095,7835,14255026917451,4670,1133946,7835,1,55937512,174806994,6,63,12329461,14835343,1155330,18488910747434
1369,1666035,7835,14250694615987,4670,1113771,7835,1,55722379,174796688,6,63,12328424,14834076,1194342,18486661850384
1370,1693581,7835,16174310397701,4671,1192156,7835,1,135092409,181698084,6,63,12777873,15372489,1108364,19505487229729
1371,1693581,7835,16173741851468,4671,1196202,7835,1,135093984,181692336,6,63,12777769,15372400,852993,19505139411858
1372,1694093,7835,16222677884154,3114,557730,7835,1,137083786,181899708,4,64,12788991,15385727,1257675,19530706188952
1373,1694303,7835,16254257934866,3296,714575,7835,1,138394037,182052315,4,64,12796219,15394387,1256644,19547152443492
1374,1694340,7835,16261736802049,3123,418340,7835,1,138695783,182091294,4,65,12797917,15396413,1257287,19551045785046
1375,1692521,7835,16084740416375,3114,591952,7835,1,131267461,181318749,4,63,12757086,15347495,1257700,19458625439162
1376,1689770,7835,15864226294187,4523,1069887,7835,1,122611230,180371252,5,64,12706249,15287158,1244999,19341684523390
1377,1689813,7835,15898541227809,4661,958150,7835,1,123862638,180556576,6,64,12714175,15296657,1196944,19360073554342
1378,1687678,7835,15797633196962,3548,339527,7835,1,119447232,180222387,6,65,12690603,15268353,1242068,19307128766713
1379,1684126,7835,15598384667441,4195,188878,7835,1,111198473,179501104,7,66,12644202,15212856,1196591,19201743806662
1380,1693502,7835,16166918106632,4670,1192619,7835,1,134788370,181666298,6,63,12776171,15370457,1099201,19501619535908
1381,1692858,7835,16116542411353,4671,1218569,7835,1,132744114,181457813,7,63,12764584,15356708,313543,19475180342533
1382,1692899,7835,16114942092052,4670,1104493,7835,1,132647186,181444590,6,63,12764195,15356167,1191376,19474348600724
1383,1692859,7835,16109705427214,4671,1192870,7835,1,132466560,181420618,6,63,12763003,15354769,842064,19471579432336
1384,1691907,7835,16046709998912,4671,1198871,7835,1,129864021,181176717,7,63,12748440,15337437,307695,19438522258518
1385,1667276,7835,14380939082019,4670,1135269,7835,1,61183063,175233398,5,63,12358878,14870625,1125355,18555642017449
1386,1666923,7835,14349462788763,4670,1161879,7835,1,59924874,175125368,6,63,12351567,14861990,1018457,18538839762939
1387,1667241,7835,14394513681149,4670,1167162,7835,1,61754708,175295033,6,63,12362080,14874655,879210,18562802651990
1388,1667373,7835,14416046439969,4670,1153203,7835,1,62587241,175380311,6,63,12367075,14880635,951096,18574314510920
1389,1667239,7835,14403617635541,4670,1162542,7835,1,62065592,175340773,6,63,12364159,14877135,911285,18567746567158
1390,1674600,7835,14995074629731,4670,1153556,7835,1,86491335,177350779,5,63,12502649,15043178,1118659,18881864970134
1391,1673621,7835,14943437035528,4671,1194935,7835,1,84472578,177179580,6,63,12490658,15029119,657216,18854234101278
1392,1674070,7835,14990729907124,4671,1191235,7835,1,86347899,177366350,7,63,12501717,15042398,464779,18879502743148
1393,1674143,7835,15002511919553,4671,1182912,7835,1,86777270,177417668,7,63,12504445,15045639,506441,18885853467923
1394,1673428,7835,14954682484310,4671,1185703,7835,1,84798221,177256239,7,63,12493226,15032195,469391,18860465398880
1395,1693667,7835,16182636282739,4670,1190552,7835,1,135434367,181734127,6,63,12779789,15374776,1126199,19509842151797
1396,1692127,7835,16065778462367,4671,1222023,7835,1,130653816,181255580,7,63,12752849,15342736,205140,19448537540777
1397,1692122,7835,16064045452527,4671,1211972,7835,1,130576875,181248606,7,63,12752449,15342238,220586,19447638454001
1398,1691826,7835,16044535183131,4671,1205749,7835,1,129771201,181172965,7,63,12747939,15336861,163696,19437390926016
1399,1690760,7835,15976526224305,4671,1206505,7835,1,126967308,180908966,7,63,12732168,15318054,140559,19401625320159
1400,1692406,7835,16077189699944,3114,579924,7835,1,130940198,181289997,4,63,12755325,15345380,1257701,19454682454298
1401,1690327,7835,15901945216148,4484,1066310,7835,1,124138781,180521170,5,64,12715005,15297598,1246535,19361643258521
1402,1692996,7835,16121301122490,4311,774057,7835,1,132914250,181463712,5,64,12765693,15357972,1250019,19477604289292
1403,1693737,7835,16188598431611,3115,132367,7835,1,135638565,181759564,5,66,12781179,15376388,1256898,19512947808997
1404,1694166,7835,16235834478335,3117,57691,7835,1,137602986,181971709,4,66,12792012,15389332,1256282,19537609048045
1405,1668139,7835,14472552453015,4670,1138490,7835,1,64958066,175551990,5,63,12380283,14896340,1124982,18604271770742
1406,1667791,7835,14446596428310,4670,1167473,7835,1,63937308,175464480,6,63,12374266,14889289,983943,18590373059857
1407,1668116,7835,14490554260070,4670,1174734,7835,1,65721866,175631458,6,63,12384538,14901671,780617,18613776694590
1408,1668288,7835,14515580484088,4670,1159375,7835,1,66689411,175729674,6,63,12390350,14908625,872532,18627162136126
1409,1668061,7835,14494920626706,4670,1169278,7835,1,65831479,175661714,7,63,12385508,14902815,814321,18616217949635
1410,1666263,7835,14260296383033,4670,1130505,7835,1,56212062,174809843,5,63,12330729,14836796,1125083,18491650059029
1411,1665917,7835,14221645280286,4670,1144533,7835,1,54633254,174674559,6,63,12321737,14826081,1109583,18471100835991
1412,1666090,7835,14251205593566,4670,1124600,7835,1,55796479,174788658,6,63,12328586,14834291,1165293,18486847953794
1413,1666137,7835,14260872515832,4670,1134100,7835,1,56178278,174828021,6,63,12330824,14836985,1151491,18492009481319
1414,1666078,7835,14256594138495,4670,1116252,7835,1,55966609,174817791,6,63,12329801,14835734,1189971,18489788631560
1415,1666877,7835,14335360848870,4670,1133571,7835,1,59305059,175074003,5,63,12348238,14857839,1125305,18531458919798
1416,1666447,7835,14292390981474,4670,1113962,7835,1,57506348,174926648,6,63,12338193,14845824,1201801,18508644592860
1417,1666640,7835,14321119301275,4670,1126110,7835,1,58659473,175035190,6,63,12344866,14853838,1198020,18523944920866
1418,1666670,7835,14329991567871,4670,1118074,7835,1,58997664,175073240,6,63,12346923,14856316,1197056,18528690498813
1419,1666575,7835,14320754179159,4670,1108442,7835,1,58585861,175044631,6,63,12344739,14853664,1217553,18523839143637
1420,1666615,7835,14304225727980,4670,1132325,7835,1,58022124,174964706,5,63,12340973,14849108,1125302,18514944061506
1421,1666268,7835,14268617805386,4670,1147799,7835,1,56572035,174841186,6,63,12332687,14839258,1099607,18495991685186
1422,1666520,7835,14307165150677,4670,1150561,7835,1,58130207,174986729,6,63,12341660,14850057,1058098,18516489022703
1423,1666597,7835,14322237352945,4670,1140129,7835,1,58710819,175047823,6,63,12345150,14854240,1087147,18524545793744
1424,1666535,7835,14317252978637,4670,1143073,7835,1,58486407,175034236,6,63,12343969,14852812,1098425,18521938379155
1425,1673319,7835,14905919380718,4670,1151204,7835,1,82816951,177043901,5,63,12481752,15018120,1120101,18834497423587
1426,1672516,7835,14862566168571,4671,1192135,7835,1,81134820,176900629,6,63,12471699,15006367,700020,18811270058010
1427,1672928,7835,14908532729804,4671,1189927,7835,1,82962407,177081892,7,63,12482450,15019289,485926,18835826581929
1428,1673074,7835,14926255023942,4671,1179842,7835,1,83629598,177154177,7,63,12486564,15024188,554620,18845343188870
1429,1672427,7835,14880996914156,4671,1183973,7835,1,81757814,177001824,7,63,12475949,15011465,508305,18821318226012
1430,1673807,7835,14940470762335,4670,1152120,7835,1,84240916,177162748,5,63,12489850,15027832,1119563,18852855142277
1431,1673246,7835,14916036662408,4670,1189872,7835,1,83328134,177084772,6,63,12484221,15021373,754498,18839692269562
1432,1673417,7835,14944091860361,4671,1191719,7835,1,84429340,177204476,7,63,12490785,15029288,476294,18854719165989
1433,1673575,7835,14962478127840,4671,1180672,7835,1,85123142,177279269,7,63,12495056,15034375,542522,18864587878536
1434,1672825,7835,14910810708016,4671,1185856,7835,1,82990940,177104767,7,63,12482942,15019861,475577,18837155189553
1435,1667164,7835,14368355199244,4670,1134836,7835,1,60664605,175189455,5,63,12355940,14867094,1125261,18548964441432
1436,1666613,7835,14313876435819,4670,1082568,7835,1,58355382,175003540,5,63,12343175,14851772,1233098,18520076597653
1437,1666773,7835,14336020582659,4670,1093286,7835,1,59229601,175086724,5,63,12348298,14857892,1239781,18531899573020
1438,1666769,7835,14339847113011,4670,1090527,7835,1,59373010,175105211,5,63,12349187,14858979,1237082,18533947890640
1439,1666642,7835,14326634140225,4669,1067809,7835,1,58791543,175062479,5,63,12346071,14855198,1246636,18526991375861
1440,1692542,7835,16086099750617,3114,595070,7835,1,131326384,181323976,4,63,12757403,15347876,1257699,19459335393578
1441,1688930,7835,15809276940494,4540,1072377,7835,1,120383038,180155670,5,64,12693479,15271928,1243725,19312590081617
1442,1664768,7835,14018729538314,4652,922215,7835,1,46503604,173890196,6,65,12274815,14769829,1045926,18363186742007
1443,1664651,7835,13981022516849,4512,576981,7835,1,45003396,173735300,6,66,12266148,14759351,894471,18343194727763
1444,1664613,7835,13972278031837,4590,608840,7835,1,44660255,173700251,6,66,12264136,14756942,750293,18338557916658
1445,1690526,7835,15945927815818,4670,1182096,7835,1,125682935,180770513,6,63,12724995,15309320,1088991,19385534278849
1446,1687686,7835,15789621782550,4671,1215318,7835,1,119308946,180188994,7,63,12688689,15266173,298283,19302969978994
1447,1687227,7835,15769477811701,4671,1209236,7835,1,118444527,180125677,7,63,12683984,15260546,207658,19292398786063
1448,1686950,7835,15755367987730,4671,1201725,7835,1,117849961,180076858,7,63,12680695,15256609,197580,19284962753092
1449,1685380,7835,15669983708624,4671,1201689,7835,1,114327458,179767310,7,63,12660769,15232809,179303,19239830925696
1450,1666615,7835,14304217174498,4670,1132340,7835,1,58021799,174964675,5,63,12340971,14849106,1125250,18514939419739
1451,1666218,7835,14262646805520,4670,1122120,7835,1,56292759,174821127,6,63,12331267,14837509,1185541,18492862740475
1452,1666336,7835,14283259209671,4670,1106887,7835,1,57085748,174902149,6,63,12336025,14843191,1217623,18503879189059
1453,1666384,7835,14292639404344,4670,1118978,7835,1,57462801,174939764,6,63,12338206,14845825,1205616,18508877467979
1454,1666263,7835,14280529533229,4670,1089187,7835,1,56920084,174901958,6,63,12335348,14842358,1231918,18502511637792
1455,1692281,7835,16069239870603,3114,573511,7835,1,130595843,181260035,4,63,12753471,15343153,1257702,19450530668567
1456,1690944,7835,15945290395460,4408,1059025,7835,1,125891983,180695857,5,64,12725056,15309580,1248407,19384566588322
1457,1668048,7835,14439971273013,4666,1012547,7835,1,64075104,175357934,7,65,12373158,14888426,1070951,18585790927200
1458,1667677,7835,14468735145548,4644,602427,7835,1,64716567,175568332,7,65,12379572,14895879,1164120,18601972128945
1459,1667016,7835,14399116718914,4655,373096,7835,1,61769364,175344928,7,65,12363296,14876220,1085985,18565190369360
1460,1667276,7835,14381015468333,4670,1135304,7835,1,61186272,175233664,5,63,12358896,14870646,1125244,18555682534573
1461,1666720,7835,14326974940701,4670,1082467,7835,1,58893265,175049658,5,63,12346230,14855443,1233413,18527025363040
1462,1666942,7835,14356073886598,4670,1110731,7835,1,60070772,175156934,5,63,12352991,14863554,1230199,18542523280864
1463,1666912,7835,14358315717051,4670,1096193,7835,1,60136967,175171634,5,63,12353506,14864187,1230018,18543742452917
1464,1666807,7835,14347462240881,4670,1086859,7835,1,59660039,175136665,5,63,12350943,14861074,1240058,18538032882122
1465,1693749,7835,16191102593640,4670,1167224,7835,1,135773566,181771426,5,63,12781729,15377083,1216007,19514276062588
1466,1693783,7835,16185527062156,3114,643665,7835,1,135546609,181728458,4,63,12780448,15375497,1257694,19511291248693
1467,1694188,7835,16235075821668,3158,877451,7835,1,137613138,181956180,4,64,12791843,15389158,1257279,19537149670404
1468,1694328,7835,16259114230078,3229,739161,7835,1,138592252,182076937,4,64,12797322,15395706,1257013,19549678351790
1469,1694345,7835,16262657602985,3124,508921,7835,1,138733935,182095888,4,64,12798125,15396663,1257394,19551523572409
1470,1692484,7835,16082251724993,3114,587231,7835,1,131159583,181309236,4,63,12756506,15346798,1257700,19457325901591
1471,1690605,7835,15921039265671,4488,1065121,7835,1,124912207,180597827,5,64,12719435,15302878,1246691,19371744216794
1472,1666338,7835,14248407638024,4664,989873,7835,1,56097799,174699775,7,65,12328354,14834442,1065413,18484397297203
1473,1664550,7835,13994989757994,4611,561152,7835,1,45369709,173833453,7,65,12269226,14762998,1092689,18350926811096
1474,1665622,7835,14211800891862,4669,621699,7835,1,54127996,174672863,7,65,12319550,14823650,1011088,18465830305602
1475,1667230,7835,14375865082096,4670,1135117,7835,1,60974048,175215685,5,63,12357693,14869201,1125243,18552949398889
1476,1666679,7835,14321915890777,4670,1083029,7835,1,58686041,175031837,5,63,12345050,14854026,1232991,18524340926579
1477,1666790,7835,14338175911376,4670,1079585,7835,1,59304924,175094544,5,63,12348790,14858466,1244761,18533056553255
1478,1666819,7835,14344875519156,4670,1089084,7835,1,59577696,175121823,5,63,12350356,14860371,1240079,18536618598483
1479,1666636,7835,14325652274865,4666,1047682,7835,1,58737227,175058666,5,63,12345830,14854888,1250483,18526482079550
